4fdb79c2e0795a6846f2577c,Zen Palate John Street LLC,"SN,PLT,JN,STRT",104 John St,"104,JN",104 John St,,10038,,http://zenpalate.com/,-1,0,0,0,"40.707905,-74.006021",,
50981a634a1c905a140068e7,Zen Palate - Union Square,"SN,PLT,UNN,SKR",115 E 18th St,"15,180",115 E 18th St,NY,10003,,,5,1,5,0,"-73.987641,-73.987641",,
50981b9b4a1c905a14012840,Zen Palate - Union Square,"SN,PLT,UNN,SKR",115 E 18th St,"15,180",115 E 18th St,NY,10003,,,-1,0,0,0,"-73.987641,-73.987641",,
4fdb75dfe0795a6846ecad38,Zen Palate,"SN,PLT",115 E 18th St,"15,180",115 E 18th St,,10003,,http://www.zenpalate.com/,3,2,47,19,"40.736826,-73.987623",,
50981a0f4a1c905a14005564,Zen Palate,"SN,PLT",104 John St,"104,JN",104 John St,NY,10038,,,-1,0,0,0,"-74.006235,-74.006235",,
50981a484a1c905a140061c5,Zen One,"SN,ON",109 Saint Marks Pl,"109,SNT,MRK",109 Saint Marks Pl,NY,10009,,,-1,0,0,0,"-73.983933,-73.983933",,
5098193f4a1c905a140031e7,Zen Asian Healthy Food,"SN,AKSN,HL0,FT",820 Broadway,"820,BRTW",820 Broadway,NY,10003,,,-1,0,0,0,"-73.991057,-73.991057",,
50981a404a1c905a14005f5d,Zen,SN,311 S End Ave Ste 1,"31,ENT,ST,1",311 S End Ave Ste 1,NY,10280,,,-1,0,3,0,"-74.016411,-74.016411",,
4fdb77e4e0795a6846efa70f,Zen,SN,311 S End Ave,"31,ENT",311 S End Ave,,10280,,,-1,0,0,0,undefined,,
50981b944a1c905a140125e8,Zemi Restaurant Inc,SM,130 9th Ave,"130,90",130 9th Ave,NY,10011,,,-1,0,0,0,"-74.003254,-74.003254",,
50981a5d4a1c905a1400673f,Zemi Restaurant Inc,SM,130 9th Ave,"130,90",130 9th Ave,NY,10011,,,-1,0,0,0,"-74.003254,-74.003254",,
50981ac94a1c905a1400a44e,Zemi Restaurant,SM,130 9th Ave,"130,90",130 9th Ave,NY,10011,,,-1,0,0,0,undefined,,
50981a814a1c905a14007071,Zemi Restaurant,SM,130 9th Ave,"130,90",130 9th Ave,NY,10011,,,-1,0,0,0,undefined,,
509819e94a1c905a14004a60,Zemi,SM,130 9th Avenue,"130,90",130 9th Avenue,NY,10011,,,-1,0,0,0,"40.7435947,-74.0032536",,
4fdb7cbee0795a6846f70a71,Zeichner Wine and Liquor,"SKSHNR,WN,LKR",279 1st Ave,"279,1ST",279 1st Ave,,10003,,,-1,0,0,0,"40.732647,-73.981706",,
4fdb7611e0795a6846ecf623,Zarzara LLC,SRZR,166 1st Ave,"16,1ST",166 1st Ave,,10009,,,-1,0,0,0,"40.728781,-73.984448",,
50981a024a1c905a1400519a,Zaragoza,SRKZ,215 Ave A,"215,A",215 Ave A,NY,10009,,,4.333333333333333,3,42,14,"40.730005,-73.9808131",,
4fdb7484e0795a6846eac197,Zanzabar,SNZBR,237 Sullivan St,"237,SLFN",237 Sullivan St,,10012,,,-1,0,0,0,"40.729893,-73.999731",,
5098199c4a1c905a140037f3,Zams,SM,50 Broadway,"50,BRTW",50 Broadway,NY,10004,,,4,1,3,7,"40.7064414,-74.0126513",,
4fdb7985e0795a6846f211fa,Zampa,SMP,306 W 13th St,"306,130",306 W 13th St,,10014,,http://zampanyc.com/,4,2,47,19,"40.73915,-74.003251",,
50981b024a1c905a1400d85d,Zak's Halal Cart,"SK,HLL,KRT",140 Broadway,"140,BRTW",140 Broadway,NY,10005,,,-1,0,0,0,undefined,,
50981aaa4a1c905a140082f9,Zak's Halal Cart,"SK,HLL,KRT",140 Broadway,"140,BRTW",140 Broadway,NY,10005,,,-1,0,0,0,undefined,,
4fdb7487e0795a6846eac965,Zaitzeff Corp,STZF,72 Nassau St,"72,NS",72 Nassau St,,10038,,http://zaitzeffnyc.com/,7.2,0,0,0,"40.70953,-74.008418",,
509819ac4a1c905a14003c86,Zafis Restaurant,SF,500 Grand Street,"50,KRNT",500 Grand Street,NY,10002,,,-1,0,0,2,"40.7157353,-73.9827983",,
4fdb79f0e0795a6846f2923b,Zafis Luncheonette,"SF,LNKSHNT",500 Grand St,"50,KRNT",500 Grand St,,10002,,,3.5,2,25,17,"40.714725,-73.982562",,
509819c84a1c905a14004266,Zabb Elee,"SB,EL",75 2nd Ave,"75,2NT",75 2nd Ave,NY,10003,,www.zabbelee.com,4.5,2,48,17,"40.7264547,-73.9894044",,
50981b344a1c905a14010a71,Zabb City,"SB,ST",244 E 13th St,"24,130",244 E 13th St,NY,10003,,,-1,0,0,0,"-73.986125,-73.986125",,
50981ac14a1c905a14009c28,Zabb City,"SB,ST",244 E 13th St,"24,130",244 E 13th St,NY,10003,,,-1,0,0,0,undefined,,
50981a704a1c905a14006c0b,Zabb City,"SB,ST",244 E 13th St,"24,130",244 E 13th St,NY,10003,,,-1,0,0,0,undefined,,
50981a0c4a1c905a14005496,Zabb City,"SB,ST",244 E 13th St,"24,130",244 E 13th St,NY,10003,,,-1,0,0,0,"40.731926,-73.9861275",,
509819e84a1c905a14004a12,Zabb City,"SB,ST",244 E 13th St,"24,130",244 E 13th St,NY,10003,,,-1,0,0,0,"40.731926,-73.9861275",,
509819d94a1c905a14004806,Zabb City,"SB,ST",244 E 13th St,"24,130",244 E 13th St,NY,10003,,,-1,0,0,0,"-73.986125,-73.986125",,
